date,tweetid,userid,username,text,coords
b'Mon Dec 18 12:46:24 +0000 2017',942737814655000000,19785093,b'Sophie Petzal',b'I\xe2\x80\x99m absolutely here for the splurge of movies and narratives about complicated mentor-mentee relationships.',
b'Mon Dec 18 12:46:25 +0000 2017',942737817959936000,554927594,b'Manavdeep Singh',b'#holidaywishlist https://t.co/4iUeVeozZi',
b'Mon Dec 18 12:46:27 +0000 2017',942737823714684000,180056445,b'Legsly',b'@El_Loco_Polo Then please be a fool',
b'Mon Dec 18 12:46:28 +0000 2017',942737827703508000,890560293096521000,b'TheFilmmakersPodcast',b'If you want to make films or are making films then listen to how #director of @KaufmansGame made his at 20 and got\xe2\x80\xa6 https://t.co/KwPT96xzOI',
b'Mon Dec 18 12:46:28 +0000 2017',942737830664695000,206847527,b'Nomz',b'Thought this was mo farah for a second https://t.co/Z8gSpRBQTf',
b'Mon Dec 18 12:46:30 +0000 2017',942737839619526000,811693686060974000,"b""Sa'diya\xf0\x9f\x87\xb2\xf0\x9f\x87\xba""",b'Londoners would say marrying outside of London is intercultural\xf0\x9f\x98\x82\xf0\x9f\x98\xad https://t.co/7BhGGdJFgd',
b'Mon Dec 18 12:46:30 +0000 2017',942737837237112000,168222749,b'\xf0\x9f\x9a\x92LFB Fire Cadets\xf0\x9f\x9a\x92',b'\xf0\x9f\x8e\x84Christmas is not just about receiving \xf0\x9f\x8e\x84said our @LFBSouthwark Cadets who deliver a car boot full of items to the\xe2\x80\xa6 https://t.co/A13qifQChe',
b'Mon Dec 18 12:46:31 +0000 2017',942737841125314000,2883814493,b'Steve Chouffot',b'@JuneBebe4ever good night June my very special friend have a most beautiful sweet dreams see you tomorrow https://t.co/BXJMfzJBxU',
b'Mon Dec 18 12:46:33 +0000 2017',942737851652993000,2741705775,b'\xf0\x9f\x8e\xad',"b""@itfcjxke Fuck knows. I don't read them lol""",
b'Mon Dec 18 12:46:33 +0000 2017',942737850474385000,21460781,b'Tariq Siddiqi',b'#mondaymotivation with #MeandmyShadow #WireFoxTerrier Enzo https://t.co/RReNXqkAAz',
b'Mon Dec 18 12:46:36 +0000 2017',942737864521125000,142367496,b'Gordon Southern',b'In 30 mins I\xe2\x80\x99ll be on @tSHandJ @talkSPORT plugging my last shows of 2017 including one at the @ColU_Official ground. Sorry @TerryAlderton',
b'Mon Dec 18 12:46:37 +0000 2017',942737865838137000,324390142,b'Martyn Dicker',b'Wonderful way of bringing to life #therapy through the medium of #music https://t.co/TojjGzrHXN',
b'Mon Dec 18 12:46:39 +0000 2017',942737875476545000,21258004,b'Bonesy',"b""'The Last Jedi is a brilliant film and any pov to the contrary is evidence of a serious character flaw on the part\xe2\x80\xa6 https://t.co/ZMhV4IIgkz""",
b'Mon Dec 18 12:46:40 +0000 2017',942737880627187000,1202192539,b'afy',b'Lesbian for @herekarola \xe2\x80\x99s profile picture',
b'Mon Dec 18 12:46:42 +0000 2017',942737888474738000,68821746,b'Split Allegiances',b'@unakavanagh We call that \xe2\x80\x98football\xe2\x80\x99',
b'Mon Dec 18 12:46:42 +0000 2017',942737888877400000,136063974,b'Ron Cufley BEM',"b""@Ray8118425 @patcondell @bob981949 'Twas ever so.""",
b'Mon Dec 18 12:46:43 +0000 2017',942737893994520000,438438854,b'Meg',b'@natsmeethxxx you getting my messages??',
b'Mon Dec 18 12:46:44 +0000 2017',942737896515276000,80018662,b'Bonnie Newman',"b'""Marriage is knowing someone has your back. Always. You have theirs. It\xe2\x80\x99s about interdependence."" \nI don\'t hear thi\xe2\x80\xa6 https://t.co/F8GT2Q3wNB'",
b'Mon Dec 18 12:46:45 +0000 2017',942737901586145000,78748094,b'Jaffer Abbas Mirza',b'Bold and brave once again by .@dawn_com https://t.co/iGIZXt7tA0',
b'Mon Dec 18 12:46:46 +0000 2017',942737903951728000,2267981616,b'Lewis Meagor',"b""When you get sent this from your Aussie mate and you've got absolutely no comeback #Ashes https://t.co/RbEABIK7LL""",
b'Mon Dec 18 12:46:46 +0000 2017',942737905352667000,343197788,b'Songkick alerts',"b'@zayneea mewithoutYou at @theoldbluelast (Jan 15, 2018) https://t.co/3S3mHY65FE https://t.co/LWf4drUnLj'",
b'Mon Dec 18 12:46:47 +0000 2017',942737908276097000,789933686,b'Darren',b'@ZARA customer service is so poor. My daughter picked up the wrong size item and lost her receipt. Typical youngste\xe2\x80\xa6 https://t.co/13yEh9mbdj',
b'Mon Dec 18 12:46:48 +0000 2017',942737914198396000,185716104,b'Aztec',b'https://t.co/u1M64FsCo7',
b'Mon Dec 18 12:46:48 +0000 2017',942737914903040000,343386046,b'Louis Stone',b'Happy Monday \xf0\x9f\x90\xb1\xe2\x9d\x84\xef\xb8\x8f#mondaymotivation https://t.co/EBpQvSVDzp',
b'Mon Dec 18 12:46:55 +0000 2017',942737944833658000,223230107,b'Jamie Hooper',b'And the perfect way to end this awesome trip with a wander round @tivoli gardens last night! Absolutely amazing wee\xe2\x80\xa6 https://t.co/ruS2P1Rxqb',
b'Mon Dec 18 12:46:57 +0000 2017',942737950554681000,180056445,b'Legsly',b'@QABoahene Lol. Ok',
b'Mon Dec 18 12:46:58 +0000 2017',942737956686712000,809714286511722000,b'Divino in Vino',b'The Winter Supper Club is tomorrow \xe2\x9d\x84\xef\xb8\x8f\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x88Me and my wine partner in crime marypozz are super\xe2\x80\xa6 https://t.co/J0npZImivh',
b'Mon Dec 18 12:47:00 +0000 2017',942737964358127000,185716104,b'Aztec',b'https://t.co/xPUO0KsRGS',
b'Mon Dec 18 12:47:03 +0000 2017',942737977918345000,267841485,b'\xe2\xad\x90\xef\xb8\x8f Jenny Kovacs \xe2\xad\x90\xef\xb8\x8f',b'Sometimes things get a little rough before they get better! \n\xe2\x8f\xb3\n#personaldevelopment #personsonalgrowth\xe2\x80\xa6 https://t.co/T8ZLZdKIRW',
b'Mon Dec 18 12:47:06 +0000 2017',942737987355283000,707188808320737000,b'Classical Music News',b'Puccini\xe2\x80\x99s last descendant is dead https://t.co/g8LVO3tCyL #ClassicalMusic https://t.co/aJGn1RgbbH',
b'Mon Dec 18 12:47:07 +0000 2017',942737992401281000,274619552,b'Andrew Sabisky',"b""I suspect this isn't their fault and they simply emerged from an era of English primary education that just put zer\xe2\x80\xa6 https://t.co/qXEl3drzis""",
b'Mon Dec 18 12:47:02 +0000 2017',942737974474756000,207061948,b'al.al.zhirov',"b'@MarinkinaAM \xd0\x9d\xd0\xb0\xd0\xb4\xd0\xb5\xd1\x8e\xd1\x81\xd1\x8c, \xd1\x8f \xd0\xb1\xd1\x8b\xd0\xbb \xd1\x85\xd0\xbe\xd1\x80\xd0\xbe\xd1\x88?'",
b'Mon Dec 18 12:47:08 +0000 2017',942737999170867000,193448365,b'Lady V',b'My favourite lunch \xf0\x9f\x98\x8d #korean #London https://t.co/hehL54xrdF',
b'Mon Dec 18 12:47:10 +0000 2017',942738004967387000,4429446100,b'juu \xe2\x99\xa5',b'We will find a way through the dark',
b'Mon Dec 18 12:47:13 +0000 2017',942738016669458000,154201637,b'Ashley Sutton',"b'@LaborneRacing @JakobEbrey @subaruuk @adrianflux @DunlopBTCC @TeamBMRBTCC Apologies, try again next year? \xf0\x9f\x98\x89'",
b'Mon Dec 18 12:47:14 +0000 2017',942738022222753000,744839732446765000,b'Tungsten Tone180',"b'@standardnews This Uber needs to be banned world wide, how much more are we going to take to save a pound'",
b'Mon Dec 18 12:47:14 +0000 2017',942738023774638000,185716104,b'Aztec',b'https://t.co/l1YBTUKg8A',
b'Mon Dec 18 12:47:15 +0000 2017',942738028845568000,19981976,b'Bauble Palmer',b'Hahaha \xf0\x9f\x98\x85 https://t.co/7rXx9J9bw8',
b'Mon Dec 18 12:47:16 +0000 2017',942738031240450000,2220547713,b'-',b'life is what it is',
b'Mon Dec 18 12:47:16 +0000 2017',942738033111117000,135183743,b'Crafts Council UK',"b""Watch tapestry masters at @DovecotStudios in this lovely film of them creating Alison Watt's Butterfly. See their n\xe2\x80\xa6 https://t.co/kAf6KJyFvK""",
b'Mon Dec 18 12:47:18 +0000 2017',942738041340350000,28826011,"b'Come, they told me Aa-ron-pa-pum-pum \xf0\x9f\xa5\x81'","b""@TonyToners @KatiePartial Missed opportunity for 'blame it on the cookie' imho""",
b'Mon Dec 18 12:47:18 +0000 2017',942738040048488000,353818744,b'Stonor Park & Garden',"b""@StonorPark's formal gardens, totally covered. \xf0\x9f\x8c\xb2 https://t.co/ROtTiY9vAk""",
b'Mon Dec 18 12:47:22 +0000 2017',942738055265431000,595582275,b'Slap n Dash',"b""#christmastree #decoration #paintyourownpottery #ceramics #baubles #gifts @ Slap'n'Dash Paint\xe2\x80\xa6 https://t.co/TmPyfnK0JC""",
b'Mon Dec 18 12:47:22 +0000 2017',942738055869251000,87275832,b'Paula \xf0\x9f\x8e\x84',b'\xe2\x80\xa2 7DAYS! \xe2\x80\xa2 I can\xe2\x80\x99t believe it\xe2\x80\x99s only 7-days until Christmas and 2-week\xe2\x80\x99s until 2018.\xe2\x80\xa6 https://t.co/NlzzRk7soM',
b'Mon Dec 18 12:47:24 +0000 2017',942738063662419000,1878907856,b'Gareth Thomas',b'What a stunning memorial! https://t.co/04U7CLuhYS',
b'Mon Dec 18 12:47:24 +0000 2017',942738066741047000,2425334609,b'Danny Green',"b'@liamgallagher You were truly amazing, we saw you in Leeds and u were brilliant.\neveryone knows Oasis will never di\xe2\x80\xa6 https://t.co/O5vwKHX2bg'",
b'Mon Dec 18 12:47:26 +0000 2017',942738072885657000,63271668,b'Andreea_Tina',b'Oh hello Monday - let\xe2\x80\x99s do this! What is your Wonder Woman Power? \nThe Wonderwoman of Today\xe2\x80\xa6 https://t.co/u8ufzDytJv',
b'Mon Dec 18 12:47:26 +0000 2017',942738074613813000,531316918,b'Richard \xe2\x80\x98Trolly\xe2\x80\x99 Robbins',b'@jimwaterson have you seen this??? https://t.co/VYYQuFvCX7',
b'Mon Dec 18 12:47:28 +0000 2017',942738082276798000,65423360,b'Gary D Chance',"b'""He can\'t live there,"" said a male out front.  I have as much right to live here as anyone, &amp; I\'ve been here 21 yrs 7 mos 24/7/365.'",
b'Mon Dec 18 12:47:29 +0000 2017',942738085946843000,2797943921,b'Rhian Dickinson',b'There is a special circle in hell for people who put milk in their tea before removing the teabag.',
b'Mon Dec 18 12:47:29 +0000 2017',942738086320050000,35757570,b'Josh\xf0\x9f\xa4\x99\xf0\x9f\x8f\xbb',b'Opening credits to power are the best I\xe2\x80\x99ve ever seen',
b'Mon Dec 18 12:47:29 +0000 2017',942738085800038000,185716104,b'Aztec',b'https://t.co/JCIuCD3fAv',
b'Mon Dec 18 12:47:29 +0000 2017',942738086789832000,320943953,b'you',b'Dickhead https://t.co/ZXhYwuLNQG',
b'Mon Dec 18 12:47:29 +0000 2017',942738087460986000,935174749,b'Allen Pierce',b'Leasehold. New thinking on the block!:- \nWhy should ordinary people have the right to own a property freehold? That\xe2\x80\xa6 https://t.co/f9czrzsWQH',
b'Mon Dec 18 12:47:32 +0000 2017',942738097082654000,2462686985,b'Tommy \xf0\x9f\x8c\xb9',b'@ManicTheOnly Spelt the world wrong',
b'Mon Dec 18 12:47:35 +0000 2017',942738109308993000,248186698,b'EatMyShorts',b'Always excited for the new year. Just feels like a next chapter every time. Good or bad',
b'Mon Dec 18 12:47:37 +0000 2017',942738120369426000,2220547713,b'-',b'never got this https://t.co/u6HjhmPHmU',
b'Mon Dec 18 12:47:40 +0000 2017',942738130242801000,391802744,b'Ramy',"b'Don\xe2\x80\x99t miss out this Saturday, 23rd of December. @IsamMellagui are throwing a sick party\xe2\x80\xa6 https://t.co/qawZA0m57W'",
b'Mon Dec 18 12:47:42 +0000 2017',942738139378016000,25967032,b'Ben-Jah-Min',"b""From concentrate' means that all the excess water is removed, yielding a product seven times more concentrated than\xe2\x80\xa6 https://t.co/C6ERBc6tXP""",
b'Mon Dec 18 12:47:42 +0000 2017',942738138690150000,185716104,b'Aztec',b'https://t.co/QocyXr8grr',
b'Mon Dec 18 12:47:43 +0000 2017',942738142343434000,81881230,b'Santi Tell Me',b'@ShaunKitchener @RitaOra @JessieWare @ArianaGrande  https://t.co/8joDegOhys',
b'Mon Dec 18 12:47:43 +0000 2017',942738143152885000,1072439216,b'Cesc Fabregas',b'If Anthony Joshua was a kangaroo https://t.co/K49gZ9O0f1',
b'Mon Dec 18 12:47:43 +0000 2017',942738144725819000,808706014157701000,b'Shukz',b'Like time travel?? https://t.co/4oLy4VlfMu',
b'Mon Dec 18 12:47:43 +0000 2017',942738146382446000,620333,"b""Lee 'Budgie' Barnett""","b'@SCynic1 @goddersbloom Well, Scott did vote UKIP in 2016\xe2\x80\xa6'",
b'Mon Dec 18 12:47:44 +0000 2017',942738147150041000,39024033,b'Cassandra',b'This week is gonna be a GREAT WEEK! \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\x92\xb0\xf0\x9f\x9b\x8d\xf0\x9f\xa5\x82\xf0\x9f\x8e\x9f\xf0\x9f\x87\xac\xf0\x9f\x87\xa7\xf0\x9f\x8e\xa5',
b'Mon Dec 18 12:47:45 +0000 2017',942738151226867000,382004651,b'1.4.U',b'Pizza anyone? \xf0\x9f\x8d\x95 #pizza #pizzalover #lunch #recipe #bestpizzaintown @ Homeslice Pizza https://t.co/fPLi5P2Kh1',
b'Mon Dec 18 12:47:46 +0000 2017',942738154926338000,305793023,b'Jack Longhurst',b'@kerriblake10 \xf0\x9f\x8e\xa3',
b'Mon Dec 18 12:47:46 +0000 2017',942738157921021000,348447151,b'Ben Knight',b'@ryanfenwickgolf How old are you!!!! \xf0\x9f\x98\x81\n\nCongratulations \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb',
b'Mon Dec 18 12:47:47 +0000 2017',942738162224451000,497270081,b'adrian hansel',b'@maxalextaylor Ha cheers mate x',
b'Mon Dec 18 12:47:48 +0000 2017',942738165336592000,124557978,b'Charles Rist',"b""The world's steepest funicular railway opens in Switzerland\n\nhttps://t.co/rGjI2SB0pt""",
b'Mon Dec 18 12:47:49 +0000 2017',942738169790902000,844390141699543000,b'N.O.W4Youth',b'Great food for a great mummy  #cookdaily she got the \xe2\x80\x9cHard Bowl\xe2\x80\x9d @kingcookdaily #govegan @\xe2\x80\xa6 https://t.co/wnisIIk6kb',
b'Mon Dec 18 12:47:50 +0000 2017',942738171858743000,46420412,b'Lauren Rayment',"b""Loved it as always \xf0\x9f\xa4\xa3\xf0\x9f\x98\xad @ Little Fidgets: The Salon Of Children's Dreams https://t.co/IYDVZEwWH1""",
b'Mon Dec 18 12:47:50 +0000 2017',942738173523832000,369765566,b'\xf0\x9f\x91\x91Anthony\xf0\x9f\x91\x91',b'Today Perfomance in #AlanCarr #Anywhere #YourSong and More #LondonPerfomance \xf0\x9f\x98\x8d\xf0\x9f\x87\xac\xf0\x9f\x87\xa7',
b'Mon Dec 18 12:47:51 +0000 2017',942738177785294000,20642584,b'Kit Marsden',"b'I don\xe2\x80\x99t know what to do with the cards! Seems mean to just throw them out, but I don\xe2\x80\x99t have a forwarding address fo\xe2\x80\xa6 https://t.co/ExzGaEmL6A'",
b'Mon Dec 18 12:47:53 +0000 2017',942738185293004000,463775286,b'Nina Ryder',b'via @Bahceshr_Golet #pazartesi DANI\xc5\x9eTAY 13.Dairesi @Basaksehir_Bld @csbgovtr itiraz\xc4\xb1na red karar\xc4\xb1 verdi. Mahkemenin\xe2\x80\xa6 https://t.co/seFHIfE5co',
b'Mon Dec 18 12:47:53 +0000 2017',942738185486036000,185716104,b'Aztec',b'https://t.co/PKTrwHBzBN',
b'Mon Dec 18 12:47:54 +0000 2017',942738189927768000,211992385,b'Sophie Herxheimer',b'28 original #emilydickinson related poem-collages by moi\nreproduced in glorious technicolor as featured in current\xe2\x80\xa6 https://t.co/sz1JzGihuj',
b'Mon Dec 18 12:47:55 +0000 2017',942738193983725000,20538341,b'Aimee Lauren James',b'@MicksterNoonan @StandardIssueUK @ljconnorjourno @DailyMirror No!!!',
b'Mon Dec 18 12:47:48 +0000 2017',942738165336592000,124557978,b'Charles Rist',"b""The world's steepest funicular railway opens in Switzerland\n\nhttps://t.co/rGjI2SB0pt""",
b'Mon Dec 18 12:47:57 +0000 2017',942738201885790000,2593730720,b'Winston Churchill',b'@MissCitronela \xc2\xa1Buenos d\xc3\xadas Isabel! \xc2\xa1Que sean varios y buenos! Excelente inicio de semana para ti. Saludos',
b'Mon Dec 18 12:47:57 +0000 2017',942738203504717000,1564258663,b'Da stonerz',b'@ClockworkLondon I hate TV but people keep telling me I would like this',
b'Mon Dec 18 12:47:58 +0000 2017',942738205262180000,752975467,b'Summer Night \xf0\x9f\x92\x97\xf0\x9f\x95\x98',"b""I'm at Trafalgar Square in London, Greater London, London https://t.co/NnaQzy95ar""",
b'Mon Dec 18 12:48:00 +0000 2017',942738216905576000,2734975538,b'David Wilding \xf0\x9f\x8e\x85\xf0\x9f\x8f\xbb\xf0\x9f\x8e\x85\xf0\x9f\x8f\xbb\xf0\x9f\x8e\x84\xf0\x9f\x8e\x84',b'@SassyCassyCat @Amadeusivan @aferrier46 @Louiewestie @SalfordFinlay @BellisimoBella1 @ellaroguedogue\xe2\x80\xa6 https://t.co/nbNDzrEwnP',
b'Mon Dec 18 12:48:03 +0000 2017',942738229605912000,2153637828,b'Brogan Georgia \xf0\x9f\x8c\xb8',b'Jamie Lomas on Loose Women... YES PLEASE \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',
b'Mon Dec 18 12:48:04 +0000 2017',942738232248360000,581284476,b'Maja Havemann',b'Santa\xe2\x80\x99slittle elf thepugabouttown \xf0\x9f\x90\xb6\xf0\x9f\x91\x91 @ Vogue House https://t.co/p7seeazJyo',
b'Mon Dec 18 12:48:07 +0000 2017',942738243711356000,757188710,b'\xec\x97\x98\xec\x8b\x9c\xec\x97\x90 \xf0\x9f\x8c\xb8 RT PINNED',b'Literally been crying non-stop #StayStrongShawols we love you #JONGHYUN \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f \xec\x82\xac\xeb\x9e\x91\xed\x95\xb4\xec\x9a\x94',
b'Mon Dec 18 12:48:07 +0000 2017',942738245607149000,185716104,b'Aztec',b'https://t.co/ubNZ7vyEh2',
b'Mon Dec 18 12:48:08 +0000 2017',942738247284920000,180056445,b'Legsly',b'@bigbossdennis Lmao Dennis pls',
b'Mon Dec 18 12:48:08 +0000 2017',942738248820027000,221796445,b'Raj Gohil',b'@MadhuriDixit This is my fav at Juhu Beach:-)',
b'Mon Dec 18 12:48:10 +0000 2017',942738257233707000,21532636,b'Ferhan Khan',b'@realEricShaffer @EsteemedKompany @PaulWalsh You have mis-spelled my name which is another problem I encounter livi\xe2\x80\xa6 https://t.co/Ua7jTasfDp',
b'Mon Dec 18 12:48:10 +0000 2017',942738257208627000,576171459,b'Bob Rhoades',"b""\xf0\x9f\x8e\xb5JASON PUNCHEON HE'S ONE OF OUR OWN\xf0\x9f\x8e\xb5""",
b'Mon Dec 18 12:48:12 +0000 2017',942738264498278000,428431551,b'Deimante Valanc',b'So proud to see young people take #SocialAction especially at this time of the year \xf0\x9f\x8e\x84#HopeatChristmas https://t.co/RUTcggetpO',
b'Mon Dec 18 12:48:14 +0000 2017',942738275713810000,347453216,b'soph',"b'it\xe2\x80\x98s not the end of the world, people experience this daily because guess what mistakes happen and yes i get its an\xe2\x80\xa6 https://t.co/Gza4aq5Kvx'",
b'Mon Dec 18 12:48:16 +0000 2017',942738280981831000,194080144,b'Jasmine Suraya Chin',"b""#trynabecool\n\nfentyxpuma \n@puma \npumawomen \n\n#fentyxpuma\n#puma\n#PumaMy @ Shakespeare's Globe https://t.co/RrvKxI61Go""",
b'Mon Dec 18 12:48:15 +0000 2017',942738278507319000,24178848,b'Claire Hobden',b'#soapysausage #doggrooming #Dachshund #Baffles https://t.co/eEUSekprEB',
b'Mon Dec 18 12:48:16 +0000 2017',942738281204207000,60936347,b'I want Oscar Isaac to breastfeed me',"b""I'm so embarrassing this guy I went on a date with let me touch his (thick) arms and legs and I straight up just shouted beat me up""",
b'Mon Dec 18 12:48:17 +0000 2017',942738287260782000,180056445,b'Legsly',b'@El_Loco_Polo K',
b'Mon Dec 18 12:48:18 +0000 2017',942738292352671000,2742196567,b'Firman Glass',"b'Extra busy this week! Last week before Christmas, which means full steam ahead! #MondayMotivation #oneweektilchristmas'",
b'Mon Dec 18 12:48:19 +0000 2017',942738293581647000,823646942706155000,b'VeryMakeupMad',b'Last minute Christmas wish list coming soon x x https://t.co/E6ChBCGteh',
b'Mon Dec 18 12:48:21 +0000 2017',942738303002054000,261245212,b'andieDyer',"b'@colinstonehouse Salt &amp; vinegar, gravy, curry sauce, or grated cheese?'",
b'Mon Dec 18 12:48:24 +0000 2017',942738314658045000,908983759,b'Violeta Barrena',b'Sunset of dreams #feelingblue #iloveyou #goodbyelondon #flying #eternaltraveller #tavels\xe2\x80\xa6 https://t.co/rMWaXZebwY',
b'Mon Dec 18 12:48:24 +0000 2017',942738317438869000,339033650,b'Steve Norris',b'@philpmj @TidalLagoon You\xe2\x80\x99re entitled to your view. As Chair of the National Infrastructure Planning Assn I know th\xe2\x80\xa6 https://t.co/V5sbA4KJkm',
b'Mon Dec 18 12:48:26 +0000 2017',942738324904693000,552802554,b'The Real Al Company',b'Beer/Ginger Beer on the van this week from...\n@40ftbrewery @CanopyBeerCo @HowlingHops @SignatureBrew @brick_brewery\xe2\x80\xa6 https://t.co/G0Z3Y1FAAF',
b'Mon Dec 18 12:48:28 +0000 2017',942738331435225000,355539095,b'london luddite',b'@mytaxiDriversUK hi  was just wondering when the codes for the m and s vouchers were being sent out to drivers cheers',
b'Mon Dec 18 12:48:29 +0000 2017',942738336191533000,140928235,b'Hilton Holloway',"b'It\xe2\x80\x99s an extraordinary thing. The EU would rather go through this than give us a deal on FoM, which is what Cameron\xe2\x80\xa6 https://t.co/oC1JoHFt4z'",
b'Mon Dec 18 12:48:30 +0000 2017',942738340591239000,1267741286,b'London Trends',b'The shortest Trends on Sunday 17 in London had only 4 characters long: https://t.co/15kHEJUbNy #trndnl',
b'Mon Dec 18 12:48:30 +0000 2017',942738341962944000,3326591668,b'PullmanLondon',b'#Repost wynonnastrong\n\xe3\x83\xbb\xe3\x83\xbb\xe3\x83\xbb\nGood morning from London \xf0\x9f\x91\x8b\xf0\x9f\x8f\xbc\n.\n.\nThank you so much for the Sabre!\xe2\x80\xa6 https://t.co/fHijmTClt4',
b'Mon Dec 18 12:48:31 +0000 2017',942738345314209000,20364075,b'heyhorothko \xf0\x9f\x90\xb7 \xf0\x9f\x87\xaa\xf0\x9f\x87\xba',"b'@sternejohn I\xe2\x80\x99m going to guess if it\xe2\x80\x99s hardware, then it\xe2\x80\x99s the first batch of phones have the problem, mines a much later batch I reckon'",
b'Mon Dec 18 12:48:31 +0000 2017',942738345771323000,14211853,b'Wino Sublimeo',b'Going to see #StarWars the last Jedi tonight.  Skweeeeeeeeeeeeeeeeeeeeeeeee',
b'Mon Dec 18 12:48:33 +0000 2017',942738355057496000,2593730720,b'Winston Churchill',b'@arbarrod \xc2\xa1Muchas gracias Arge! \xc2\xa1Bendiciones multiplicadas de vuelta para ti! Que tengas una magn\xc3\xadfica semana. Abrazos',
b'Mon Dec 18 12:48:34 +0000 2017',942738357448249000,4363218917,b'ALEFROMSUMMERCL\xe2\x98\xae\xef\xb8\x8fB',b'Jheeze Virgin Media went in with the customer service!!! Loool',
b'Mon Dec 18 12:48:34 +0000 2017',942738358152900000,185716104,b'Aztec',b'https://t.co/xvOSsW7Pxc',
b'Mon Dec 18 12:48:38 +0000 2017',942738375597019000,108358499,b'jingle bellend',b'@BethClaxton Is it really a homecoming if something like this doesn\xe2\x80\x99t happen tho?? \xf0\x9f\x98\x82\xf0\x9f\x98\x82',
b'Mon Dec 18 12:48:40 +0000 2017',942738385084575000,562276177,b'Elena Belmontes',b'Negrita de mis pesares\nojos de papel volando\nNegrita de mis pesares\nojos de papel volando\n\nA todos diles que si\nper\xe2\x80\xa6 https://t.co/pTYL5AjSOW',
b'Mon Dec 18 12:48:41 +0000 2017',942738386179248000,226269149,b'3:65',b'! https://t.co/mJM50Hu83C',
b'Mon Dec 18 12:48:44 +0000 2017',942738398359453000,43370018,b'Abi',b'#MyMentalHealthIn5Words \n\nfuck fuck shitty shit fuck.',
b'Mon Dec 18 12:48:44 +0000 2017',942738401584758000,23366242,b'TMJ- LON Engin. Jobs',"b'Join the Ericsson team! See our latest #job opening here: https://t.co/fR5xU4fnV2 #Engineering #London, England #Hiring #CareerArc'",
b'Mon Dec 18 12:48:47 +0000 2017',942738411240218000,185716104,b'Aztec',b'https://t.co/1aeeYneumK',
b'Mon Dec 18 12:48:49 +0000 2017',942738419956027000,295892286,b'TheWonderfulWizard',"b""Best place for local #matcha thehagenproject @ King's Road https://t.co/bVzodr15mp""",
b'Mon Dec 18 12:48:52 +0000 2017',942738434770259000,1320948919,b'Bill',"b'Thursday is my last working day till new year, can\xe2\x80\x99t come round quick enough \xf0\x9f\x8e\x85\xf0\x9f\x8f\xbc'",
b'Mon Dec 18 12:48:52 +0000 2017',942738435374272000,361710606,b'Emielida',b'Oh well. #photooftheday @ Buckingham Palace https://t.co/wB0M8hj4rj',
b'Mon Dec 18 12:48:53 +0000 2017',942738436234137000,2559097173,b'Bandria',b'This Somali girl I know loves KPOP... so obviously she\xe2\x80\x99s moved to South Korea and is now engaged to a Korean.',
b'Mon Dec 18 12:48:55 +0000 2017',942738445700648000,23853876,b'jason cambridge',b'So it has been 5 days now apple Lakeside and you have still not contacted me telling me that my\xe2\x80\xa6 https://t.co/nT6DqirJKF',
b'Mon Dec 18 12:48:56 +0000 2017',942738449035034000,556358964,b'H A J O S',b'Mendy tenner https://t.co/uoUKeBATo4',
b'Mon Dec 18 12:48:57 +0000 2017',942738455133552000,134413290,b'La Voix',b'@itreallyisjoe going to come see your Panto in Jan! Can\xe2\x80\x99t wait!! \xf0\x9f\x98\x98',
b'Mon Dec 18 12:48:58 +0000 2017',942738457180430000,752975467,b'Summer Night \xf0\x9f\x92\x97\xf0\x9f\x95\x98',"b""I'm at Buckingham Palace in London, Greater London https://t.co/aY3Rz5C7Ag""",
b'Mon Dec 18 12:48:59 +0000 2017',942738462268100000,2593730720,b'Winston Churchill',b'@Clauskiinsky \xc2\xa1Gracias Claus! Buenos d\xc3\xadas... Que tengas un gran inicio de semana.',
b'Mon Dec 18 12:48:59 +0000 2017',942738462909878000,849109190,b'Andy Bruce',"b'@bankofengland However, the HK Monetary Authority used to run a Xmas quiz with some mad questions like: \n\n""The gove\xe2\x80\xa6 https://t.co/w9dHDYcdZM'",
b'Mon Dec 18 12:49:00 +0000 2017',942738466441515000,21532636,b'Ferhan Khan',b'@realEricShaffer @EsteemedKompany @PaulWalsh Spell my name correctly please',
b'Mon Dec 18 12:49:01 +0000 2017',942738469578670000,322543430,b'sally brandon',"b'I love this photo of Lucy &amp; two of the nicest, most genuine and\xe2\x80\xa6 https://t.co/RlL3g0jpoC'",
b'Mon Dec 18 12:49:01 +0000 2017',942738472443531000,1969512224,b'Ladakovich.',"b""@carole99897 We know that ! It's why more people voted to leave than to remain ))""",
b'Mon Dec 18 12:49:01 +0000 2017',942738473085108000,3182803352,b'Golda Meir',b'Magnum opus.\nhttps://t.co/sOYZ8UmJtR',
b'Mon Dec 18 12:49:02 +0000 2017',942738477761908000,185716104,b'Aztec',b'https://t.co/E3uFuQnmAB',
