date,tweetid,userid,username,text,coordinates
b'Tue Dec 19 08:51:27 +0000 2017',9.43041E+17,2480606245,b'Alexis Gion',b'Welcome to the #IBM Cloud and #Watson Day: check our presentations &amp; student Lab Guides: https://t.co/zkZD9m2bZE\nTh\xe2\x80\xa6 https://t.co/u1jU1pjlMG',
b'Tue Dec 19 08:51:35 +0000 2017',9.43041E+17,1013556361,b'Bas van Teylingen',b'Treinmeeting vanmorgen was lit... https://t.co/3b2gqTGi87',
b'Tue Dec 19 08:51:45 +0000 2017',9.43041E+17,3228487353,b'andrew',b'@AkuiperK Thanxxx \xf0\x9f\x98\x8a\xf0\x9f\x98\x98',
b'Tue Dec 19 08:51:54 +0000 2017',9.43041E+17,20980677,b'Natasha A. Golob',b'Kleurendia\xe2\x80\x99s van vooroorlogs Rotterdam ontdekt\n\xf0\x9f\x91\x87\nHet Stadsarchief Rotterdam verkeert in een jubelstemming: er is ee\xe2\x80\xa6 https://t.co/vutnwjV5LN',
b'Tue Dec 19 08:51:54 +0000 2017',9.43041E+17,133029804,b'Emma Johnson',"b""I'm supporting young refugees this Christmas. Will you show your support today? https://t.co/T3BaXlHjjP\xe2\x80\xa6 https://t.co/2veWXZ8gBD""",
b'Tue Dec 19 08:52:01 +0000 2017',9.43041E+17,89019574,b'Khalid Sinouh',"b'\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xe2\x9d\xa4\xef\xb8\x8f mooi stuk Mike, je kan het wel...\xf0\x9f\x98\x8f\xf0\x9f\x98\x89 https://t.co/jFbl3be5aI'",
b'Tue Dec 19 08:52:28 +0000 2017',9.43041E+17,263379471,b'Ernst Boekhorst',b'Het @abnamrowtt kent van 12-18 februari 2018 haar 45-ste editie!  Een jubileum editie om naar uit te kijken\xe2\x80\xa6 https://t.co/W1ADwLQqbK',
b'Tue Dec 19 08:52:29 +0000 2017',9.43041E+17,17993531,b'Konstantin Seefeldt',"b'Nicht so krass aber ja, Rentner in Berlin/Potsdam sind \xe2\x80\x9cspeziell\xe2\x80\x9d https://t.co/4i0k5Z1eDr #eigeneErfahrungen'",
b'Tue Dec 19 08:52:43 +0000 2017',9.43041E+17,415343807,b'Sophie Baker',"b'Loving The Pulitzer! Comprising of 25 heritage townhouses, this boutique hotel is shining after\xe2\x80\xa6 https://t.co/ddllXkYkYi'",
b'Tue Dec 19 08:52:46 +0000 2017',9.43041E+17,8.45429E+17,b'dzhez',b'@CebuDad_2 certified pa fall ka dad.',
b'Tue Dec 19 08:53:13 +0000 2017',9.43042E+17,2442706642,b'Robbert Ketwaru',b'Verklapt u nu een #geheimvanderaadkamer? \xf0\x9f\x98\x80 https://t.co/wWgBZaeGZw',
b'Tue Dec 19 08:53:21 +0000 2017',9.43042E+17,1344331580,b'julie\xf0\x9f\x8c\xba',b'CANT WAIT FOR NEW YEARS\xf0\x9f\x8e\x89 @starsluek',
b'Tue Dec 19 08:53:57 +0000 2017',9.43042E+17,3576270196,b'\xd8\xb1\xd8\xb5\xd8\xaf \xd9\x86\xd9\x8a\xd9\x88\xd8\xb2',b'\xd8\xaa\xd8\xac\xd8\xaf\xd8\xaf \xd8\xa7\xd9\x84\xd8\xa7\xd8\xad\xd8\xaa\xd8\xac\xd8\xa7\xd8\xac\xd8\xa7\xd8\xaa \xd9\x81\xd9\x8a #\xd9\x83\xd8\xb1\xd8\xaf\xd8\xb3\xd8\xaa\xd8\xa7\xd9\x86 #\xd8\xa7\xd9\x84\xd8\xb9\xd8\xb1\xd8\xa7\xd9\x82\nhttps://t.co/ri1gpTm8y8 https://t.co/eK8H7kmY7l',
b'Tue Dec 19 08:54:02 +0000 2017',9.43042E+17,23424722,b'John Faasse',b'@WvanderFlier @ionicasmeets @Kokenmetkarin Ongelofelijk. Echt? Dat is als de Vuelta winnen op Salbutamol. Of een pr\xe2\x80\xa6 https://t.co/zKQNKs2jgd',
b'Tue Dec 19 08:54:36 +0000 2017',9.43042E+17,234078955,b'Emile Hauser',"b'Nog even en dan is het zover, De @horecava 2018!!!\nVan 8 t/m 11 januari in de RAI te\xe2\x80\xa6 https://t.co/h6wxGA0Z7L'",
b'Tue Dec 19 08:54:53 +0000 2017',9.43042E+17,9.43028E+17,b'Paul Smans3131',b'psmans@gmail',
b'Tue Dec 19 08:54:57 +0000 2017',9.43042E+17,89019574,b'Khalid Sinouh',b'\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbbDeze man is voetballend zo goed! Fantastisch om naar te kijken. https://t.co/YJwt4IlCVD',
b'Tue Dec 19 08:55:19 +0000 2017',9.43042E+17,24355697,b'Sh4l3v',b'\xd7\x9c\xd7\x90 \xd7\x90\xd7\x95\xd7\xaa\xd7\x99 \xd7\x90\xd7\xaa \xd7\x9e\xd7\xa0\xd7\xa6\xd7\x97\xd7\xaa\xc2\xa0\n\xd7\xa9\xd7\x97\xd7\xa7\xd7\x99 \xd7\x91\xd7\x99 \xd7\xa8\xd7\x92\xd7\xa2 \xd7\xa7\xd7\x98\xc2\xa0\n\xd7\x9b\xd7\xa9\xd7\x90\xd7\x9c\xd7\x9a \xd7\xaa\xd7\xa8\xd7\xa6\xd7\x99 \xd7\x9c\xd7\x92\xd7\xa2\xd7\xaa\xc2\xa0\n\xd7\x90\xd7\x96 \xd7\xaa\xd7\x91\xd7\x99\xd7\xa0\xd7\x99 \xd7\xa9\xd7\x90\xd7\x95\xd7\x9c\xd7\x99 \xd7\x9e\xd7\x90\xd7\x95\xd7\x97\xd7\xa8',
b'Tue Dec 19 08:55:22 +0000 2017',9.43042E+17,8.12736E+17,b'Coen Nederpel \xe2\x9c\x88\xef\xb8\x8f',b'#Vliegtuigen bij #Schiphol te dicht op elkaar: hoogtemeter verkeerd ingesteld https://t.co/og5bz6Caq7',
b'Tue Dec 19 08:55:25 +0000 2017',9.43042E+17,19108682,b'Fairfood',b'Verontrustend: #D66 Eerste Kamerleden twijfelen nog om de #wetkinderarbeid te tekenen. Laten onze stem horen VOOR e\xe2\x80\xa6 https://t.co/xVobYVoIBo',
b'Tue Dec 19 08:55:35 +0000 2017',9.43042E+17,8.6149E+17,b'Romy Marylou Amber \xf0\x9f\x92\x96 Cristiano Ronaldo',b'I really got some waking up to do still lol',
b'Tue Dec 19 08:56:14 +0000 2017',9.43042E+17,911661313,b'Robert Thijssen',b'@mikofLohr Geen Nature en Science meer?',
b'Tue Dec 19 08:56:16 +0000 2017',9.43042E+17,255655279,b'Lars Engels',"b""I'm at MediArena Studio's in Duivendrecht, Noord-Holland https://t.co/ld3bU4SvRx""",
b'Tue Dec 19 08:56:48 +0000 2017',9.43042E+17,75117821,b'Sam Bowers',"b'#SecretSanta at work took a picture of me at my desk, printed it out, and framed it as my gift. https://t.co/ochFO1EaL3'",
b'Tue Dec 19 08:56:50 +0000 2017',9.43042E+17,4876046333,b'Angela',b'@lagamez Fant\xc3\xa1stica explicaci\xc3\xb3n',
b'Tue Dec 19 08:56:50 +0000 2017',9.43042E+17,222379217,"b""rock n' roll refugee""",b'Este bato hace murales chilos #MichaelReeder https://t.co/hluteTrKkv',
b'Tue Dec 19 08:57:04 +0000 2017',9.43042E+17,3375579785,b'BrugOpen',b'De brug over buitenhoofd Noordersluis in IJmuiden is weer dicht. Zie https://t.co/TgBObXvbP2 #brugopen',
b'Tue Dec 19 08:57:08 +0000 2017',9.43043E+17,200034323,b'Ivo Berkhoff KHN',b'#KHN in actie tegen machtsmisbruik onlineplatforms horeca\n\nhttps://t.co/835PeA3Mzd https://t.co/NhItzM4uLQ',
b'Tue Dec 19 08:57:08 +0000 2017',9.43043E+17,114498132,b'Nikkie Elfers',b'Humor op deze dinsdagochtend!! \xf0\x9f\x98\x82 \nMss toch een baan bij @KombijdePolitie in overweging nemen \xf0\x9f\x98\x89 \nEr wordt in ieder g\xe2\x80\xa6 https://t.co/MgpsXc2Pba',
b'Tue Dec 19 08:57:22 +0000 2017',9.43043E+17,313054073,b'oldeva',"b'@EdwardCarryLoL \xd0\x9d\xd0\xb5 \xd0\xbf\xd0\xb5\xd1\x80\xd0\xb5\xd0\xb6\xd0\xb8\xd0\xb2\xd0\xb0\xd0\xb9, \xd0\xb0\xd0\xbf\xd0\xbd\xd0\xb5\xd1\x88\xd1\x8c\xd1\x81\xd1\x8f \xd0\xb5\xd1\x89\xd1\x91 - \xd0\xb2\xd0\xbf\xd0\xb5\xd1\x80\xd0\xb5\xd0\xb4\xd0\xb8 \xd0\xb2\xd0\xb0\xd0\xb3\xd0\xbe\xd0\xbd \xd0\xb2\xd1\x80\xd0\xb5\xd0\xbc\xd0\xb5\xd0\xbd\xd0\xb8! \xd0\x91\xd0\xbe\xd0\xbb\xd0\xb5\xd1\x8e \xd0\xb7\xd0\xb0 \xd1\x82\xd0\xb5\xd0\xb1\xd1\x8f :) \xd0\xba\xd0\xb0\xd0\xba\xd0\xbe\xd0\xb3\xd0\xbe \xd0\xbd\xd0\xb0\xd1\x82\xd1\x80\xd0\xb5\xd0\xbd\xd0\xb8\xd1\x80\xd0\xbe\xd0\xb2\xd0\xb0\xd1\x82\xd1\x8c \xd1\x83\xd1\x81\xd0\xbf\xd0\xb5\xd0\xbb \xd1\x83\xd0\xb6\xd0\xb5, \xd0\xba\xd1\x81\xd1\x82\xd0\xb0\xd1\x82\xd0\xb8?'",
b'Tue Dec 19 08:57:29 +0000 2017',9.43043E+17,22131260,b'Liz Holcomb',b'I want to be a panda bear https://t.co/akiDtnJrv3',
b'Tue Dec 19 08:57:32 +0000 2017',9.43043E+17,7.43869E+17,b'Dave McQueen',b'Trying out @theTunnelBear so I can browse privately from my ISP. https://t.co/ccWLQ2ZWkq https://t.co/NJbrJFLWiL',
b'Tue Dec 19 08:58:12 +0000 2017',9.43043E+17,2234695974,b'Culi Sandra',"b""@GroeneBroertje Jaaa kan ik me voorstellen! Niet ergens nog een enorme stapel dvd's liggen ofzo? Of een berg tijdschriften? \xf0\x9f\x98\x8a""",
b'Tue Dec 19 08:58:19 +0000 2017',9.43043E+17,351194817,b'Fien',b'@SophievdMeeberg Ook hier. Z\xc3\xa1lig!',
b'Tue Dec 19 08:59:07 +0000 2017',9.43043E+17,741864030,b'Mele Luiskimaka',b'Today I go to Macao babes gonna be fun but gonna be long flight-ish lol gonna miss yall \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',
b'Tue Dec 19 08:59:57 +0000 2017',9.43043E+17,7.65257E+17,b'Emy Hayford',b'He said it just right\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd congratulations Kobe\xf0\x9f\x90\x90 #MambaMentality #MambaOut https://t.co/89ph089yHS',
b'Tue Dec 19 09:00:03 +0000 2017',9.43043E+17,224671737,b'Cop Spotter',"b'#alarm Prio: 1 Letsel A10 Li (Ring Zuid) Amsterdam - Ringweg Zuid, 1077 Amsterdam, Netherlands'",
b'Tue Dec 19 09:00:03 +0000 2017',9.43043E+17,3375579785,b'BrugOpen',b'De brug over binnenhoofd Noordersluis in IJmuiden ging zojuist open om 09:58. Zie https://t.co/H1oG0ir1oZ #brugopen',
b'Tue Dec 19 09:00:03 +0000 2017',9.43043E+17,224671737,b'Cop Spotter',b'#alarm MNL_fvl Pianoweg/Carillonstraat Almere Ongeval letsel. Auto--Scooter - Unknown address',
b'Tue Dec 19 09:00:38 +0000 2017',9.43043E+17,14767730,b'\xe2\x9a\xa1\xef\xb8\x8f Owen',"b""It's 2017, we have self-driving cars, computers that can beat humans at any game and I can summon food from the int\xe2\x80\xa6 https://t.co/Hi160gbYb7""",
b'Tue Dec 19 09:00:45 +0000 2017',9.43043E+17,287099687,b'Njet Futura',b'@ANanninga Hoe gaan die twee dan het land weer opnieuw \xe2\x80\x98bevolken\xe2\x80\x99? Begrijp dat de dame in kwestie daar moeilijk ins\xe2\x80\xa6 https://t.co/P7n5IZGksE',
b'Tue Dec 19 09:01:01 +0000 2017',9.43043E+17,3576270196,b'\xd8\xb1\xd8\xb5\xd8\xaf \xd9\x86\xd9\x8a\xd9\x88\xd8\xb2',b'\xd8\xa8\xd8\xb1\xd9\x8a\xd8\xb7\xd8\xa7\xd9\x86\xd9\x8a\xd8\xa9 \xd9\x85\xd9\x88\xd9\x84\xd8\xb9\xd8\xa9 \xd8\xa8\xd9\x83\xd9\x84\xd8\xa8\xd8\xaa\xd9\x87\xd8\xa7 \xd8\xa3\xd9\x83\xd8\xab\xd8\xb1 \xd9\x85\xd9\x86 \xd8\xa7\xd8\xa8\xd9\x86\xd9\x87\xd8\xa7!\nhttps://t.co/ihG04ZooNP\n#\xd8\xad\xd9\x88\xd9\x84_\xd8\xa7\xd9\x84\xd8\xb9\xd8\xa7\xd9\x84\xd9\x85 https://t.co/OL7i5ptqyT',
b'Tue Dec 19 09:01:04 +0000 2017',9.43043E+17,1175304211,b'Tamara Pels-Idrobo',b'Apoyo total siempre a las #TrabajadorasSexuales #SexWorkIsWork \xc2\xa1Qu\xc3\xa9 l\xc3\xa1stima me da el abolicionismo violento! https://t.co/lzpQoLSplF',
b'Tue Dec 19 09:02:00 +0000 2017',9.43044E+17,8.32037E+17,b'\xe3\x83\xa8\xe3\x83\xbc\xe3\x83\xad\xe3\x83\x83\xe3\x83\x91\xe3\x81\xa7\xe7\x8c\xab\xe3\x81\xa8\xe3\x81\xaf\xe3\x82\x8b\xe3\x81\xae\xe6\x97\xa5\xe8\xa8\x98@\xe3\x82\xaa\xe3\x83\xa9\xe3\x83\xb3\xe3\x83\x80',b'@Artoshack \xe7\x94\x98\xe3\x81\x88\xe3\x82\x93\xe5\x9d\x8a\xe3\x81\x95\xe3\x82\x93\xe3\x81\xab\xe3\x81\xaa\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xe3\x81\x8c\xe3\x80\x81\xe5\x8b\xa2\xe3\x81\x84\xe3\x82\x88\xe3\x81\x8f\xe5\x9b\x9e\xe5\xbe\xa9\xe4\xb8\xad\xe3\x81\xa7\xe3\x81\x99\xef\xbc\x81\n\xe3\x81\x82\xe3\x82\x8a\xe3\x81\x8c\xe3\x81\xa8\xe3\x81\x86\xe3\x81\x94\xe3\x81\x96\xe3\x81\x84\xe3\x81\xbe\xe3\x81\x99\xef\xbc\x81',
b'Tue Dec 19 09:02:30 +0000 2017',9.43044E+17,8.14389E+17,b'Nicolette Besemer',b'Ik kan alleen maar met spreken mijn handen kunnen niet typen https://t.co/yg7o5rT84d',
b'Tue Dec 19 09:02:50 +0000 2017',9.43044E+17,1415914477,b'DJ Dyse',b'@bol_com_games Nice #kerstmishetniet #Win',
b'Tue Dec 19 09:03:12 +0000 2017',9.43044E+17,212881252,b'Vlad Demidov',b'#tbt #memories \n.\n\xd0\x91\xd1\x80\xd0\xb0\xd1\x82\xd1\x8c\xd1\x8f \xd1\x88\xd1\x82\xd1\x83\xd1\x80\xd0\xbc\xd1\x83\xd1\x8e\xd1\x82 \xd0\x90\xd0\xbc\xd1\x81\xd1\x82\xd0\xb5\xd1\x80\xd0\xb4\xd0\xb0\xd0\xbc \xf0\x9f\x87\xb3\xf0\x9f\x87\xb1\n.\n\xd0\xa7\xd0\xb0\xd1\x81\xd1\x82\xd1\x8c 1. 14 \xd0\xbe\xd0\xba\xd1\x82\xd1\x8f\xd0\xb1\xd1\x80\xd1\x8f 2015 \xf0\x9f\x94\xa5\n.\n\xd0\x9d\xd0\xb5\xd1\x81\xd0\xba\xd0\xbe\xd0\xbb\xd1\x8c\xd0\xba\xd0\xbe \xd1\x87\xd0\xb0\xd1\x81\xd0\xbe\xd0\xb2 \xd0\xb4\xd0\xbe\xe2\x80\xa6 https://t.co/wKeT1rxGmp',
b'Tue Dec 19 09:03:20 +0000 2017',9.43044E+17,8.53615E+17,b'Marion Smit',b'@Enlighten__Up @7NewsSydney @samirawyld \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2',
b'Tue Dec 19 09:03:24 +0000 2017',9.43044E+17,1166383453,b'Trendinalia NL',b'Trend Alert: #column. More trends at https://t.co/tOVVBU3TJP #trndnl https://t.co/UKrTInhpvs',
b'Tue Dec 19 09:03:31 +0000 2017',9.43044E+17,3576270196,b'\xd8\xb1\xd8\xb5\xd8\xaf \xd9\x86\xd9\x8a\xd9\x88\xd8\xb2',b'#\xd9\x83\xd9\x86\xd8\xb9\xd8\xa7\xd9\x86\xe2\x80\x8b: \xd9\x84\xd9\x84\xd8\xaa\xd8\xb1\xd9\x8a\xd8\xab \xd8\xa8\xd9\x85\xd9\x88\xd8\xb6\xd9\x88\xd8\xb9 \xd8\xaa\xd9\x88\xd8\xb3\xd9\x8a\xd8\xb9 \xe2\x80\x8b\xd9\x85\xd9\x82\xd8\xa7\xd8\xa8\xd8\xb1\xe2\x80\x8b \xe2\x80\x8b\xd8\xa7\xd9\x84\xd9\x85\xd8\xb7\xd8\xa7\xd9\x85\xd8\xb1\nhttps://t.co/qivdiOiwO3\n@IbrahimKanaan https://t.co/VXRuXxPHhA',
b'Tue Dec 19 09:03:48 +0000 2017',9.43044E+17,406657317,b'Rocco Spizzirri',b'Moment of prayer for everyone\xe2\x80\x99s favorite benchwarmer / stat keeper @emilyjaneawdish as she goes under the knife today #Pray4E',
b'Tue Dec 19 09:04:08 +0000 2017',9.43044E+17,2480606245,b'Alexis Gion',b'Welcome to the #IBM Cloud and #Watson Day: check our presentations &amp; student Lab Guides: https://t.co/zkZD9m2bZE\nTh\xe2\x80\xa6 https://t.co/INnA03VmbQ',
b'Tue Dec 19 09:04:31 +0000 2017',9.43044E+17,8.3888E+17,b'Somalimali',"b""Netherlands! Baby I'm home""",
b'Tue Dec 19 09:04:36 +0000 2017',9.43044E+17,17421744,b'Damir Kotori\xc4\x87',b'\xe2\x80\x9cWe want to make sure our employees are highly satisfied hamsters\xe2\x80\x9d \xe2\x80\x94 every corporation in the 21st century',
b'Tue Dec 19 09:04:57 +0000 2017',9.43044E+17,1175304211,b'Tamara Pels-Idrobo',"b'@pauli_mogrovejo @PMoysam @MujeresAsfalto @onumujeresEcu @alvaradorosana Pues s\xc3\xad, y el problema de tanta ridiculez,\xe2\x80\xa6 https://t.co/sYxC7vlHpc'",
b'Tue Dec 19 09:04:59 +0000 2017',9.43044E+17,3576270196,b'\xd8\xb1\xd8\xb5\xd8\xaf \xd9\x86\xd9\x8a\xd9\x88\xd8\xb2',"b'#\xd8\xa8\xd9\x83\xd9\x8a\xd9\x86 \xd8\xaa\xd9\x86\xd8\xaf\xd8\xaf \xd8\xa8\xd9\x80""\xd8\xb0\xd9\x87\xd9\x86\xd9\x8a\xd8\xa9 \xd8\xad\xd8\xb1\xd8\xa8 \xd8\xa8\xd8\xa7\xd8\xb1\xd8\xaf\xd8\xa9"" \xd8\xaa\xd8\xb9\xd9\x84\xd9\x8a\xd9\x82\xd8\xa7 \xd8\xb9\xd9\x84\xd9\x89 \xd8\xa7\xd9\x84\xd8\xa7\xd8\xb3\xd8\xaa\xd8\xb1\xd8\xa7\xd8\xaa\xd9\x8a\xd8\xac\xd9\x8a\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xa3\xd9\x85\xd9\x86\xd9\x8a\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xa3\xd9\x85\xd9\x8a\xd8\xb1\xd9\x83\xd9\x8a\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xaa\xd9\x8a \xd8\xb9\xd8\xb1\xd8\xb6\xd9\x87\xd8\xa7 #\xd8\xaa\xd8\xb1\xd8\xa7\xd9\x85\xd8\xa8'",
b'Tue Dec 19 09:05:01 +0000 2017',9.43044E+17,4989651,b'Michiel Trimpe',b'@shanley Sure it\xe2\x80\x99s okay! https://t.co/uGq8QzGjsm',
b'Tue Dec 19 09:05:07 +0000 2017',9.43045E+17,211977333,b'KAV Autoverhuur',b'Tijdens de opnames mobiliteit mogen verzorgen voor het productieteam. Verhuurders die echt alles\xe2\x80\xa6 https://t.co/YJQgTKC5dz',
b'Tue Dec 19 09:05:49 +0000 2017',9.43045E+17,21687228,b'Roos van Vugt',b'@globalistaa Je vergeet je kapotte panty.',
b'Tue Dec 19 09:05:54 +0000 2017',9.43045E+17,973814402,b'Cambridge Haarlem',b'Stay on track! You can do it! #cambridgeweightplan #cwpdiet #cwpsupport #cwphaarlem #stappenplan\xe2\x80\xa6 https://t.co/6OR43IwxIq',
b'Tue Dec 19 09:06:26 +0000 2017',9.43045E+17,1318560558,b'Byron Banguera',"b'\xc3\x81msterdam en Amsterdam, Netherlands https://t.co/z4xievltge'",
b'Tue Dec 19 09:06:35 +0000 2017',9.43045E+17,21687228,b'Roos van Vugt',b'@HumphryJoey Heul lelluk.',
b'Tue Dec 19 09:06:40 +0000 2017',9.43045E+17,287099687,b'Njet Futura',"b'@sylviawitteman Persoonlijk pijnpuntje, deze discussie: De krat / het krat... https://t.co/SF3yT0EFVH'",
b'Tue Dec 19 09:06:55 +0000 2017',9.43045E+17,90409135,b'Geert de Kool',b'Begin de dag goed met een run!  Sportrusten dag 74: 8 km op hartslag 178. Hartslag pas op het\xe2\x80\xa6 https://t.co/ehh7fYIRiW',
b'Tue Dec 19 09:07:31 +0000 2017',9.43045E+17,746389104,b'Stacie Leigh',"b'There is an upsetting number of children on this plane, and a number of them are chronic criers.'",
b'Tue Dec 19 09:07:45 +0000 2017',9.43045E+17,1204508706,b'ZoekJeMee',b'Zojuist ontvingen wij het goede nieuws dat Kimberly (Kim) Padding (18 jaar) die vermist was vanuit #Amsterdam sinds\xe2\x80\xa6 https://t.co/Yw7yDEkkx2',
b'Tue Dec 19 09:07:46 +0000 2017',9.43045E+17,9.19979E+17,b'Danique Gabrielle',b'FULL ON FANGIRLING\xf0\x9f\x98\x82\xf0\x9f\x98\x8d\xf0\x9f\x92\x96 https://t.co/TuivWK4Obd',
b'Tue Dec 19 09:07:48 +0000 2017',9.43045E+17,8.14389E+17,b'Nicolette Besemer',b'Lieve Marian Ik had jou nog geen goede dinsdag gewenst maar ik geloof dat het al helemaal goed gekomen is https://t.co/jMP5HmscUc',
b'Tue Dec 19 09:07:54 +0000 2017',9.43045E+17,973814402,b'Cambridge Haarlem',b'#goedevoornemens2018  #cambridgeweightplan #haarlem #weightloss #stappenplan #coaching #healthy\xe2\x80\xa6 https://t.co/Uy736wgXsc',
b'Tue Dec 19 09:08:01 +0000 2017',9.43045E+17,21687228,b'Roos van Vugt',b'@Teetjemineetje  https://t.co/MqaOnjZeJ9',
b'Tue Dec 19 09:08:02 +0000 2017',9.43045E+17,21182574,b'Ron van Leeuwen',b'Goedemorgen. Dag 2 van de bijzondere werkweek. Vrij vandaag.',
b'Tue Dec 19 09:08:13 +0000 2017',9.43045E+17,24176001,b'Simone Dorreboom',b'@Verenigingswerk Herkenbaar \xf0\x9f\x99\x84 #iederjaarhetzelfde',
b'Tue Dec 19 09:08:21 +0000 2017',9.43045E+17,431777800,b'\xd8\xad\xd8\xb3\xd9\x86 \xd8\xb3\xd8\xac\xd9\x88\xd8\xa7\xd9\x86\xd9\x8a \xf0\x9f\x87\xa6\xf0\x9f\x87\xaa',b'#Dubai\xe2\x80\x99s \xe2\x80\x98Light Up 2018\xe2\x80\x99 to be world record attempt #NYE #HappyNewYear \nhttps://t.co/swprZEJG1S',
b'Tue Dec 19 09:08:21 +0000 2017',9.43045E+17,8.14389E+17,b'Nicolette Besemer',b'Heel erg veel sterkte https://t.co/W0a0T1Pp9Z',
b'Tue Dec 19 09:08:36 +0000 2017',9.43045E+17,54214657,b'Richard Steenvoorden',b'Verschillende vrienden die FB verwijderen. Het is gestart.',
b'Tue Dec 19 09:08:41 +0000 2017',9.43045E+17,8.28923E+17,b'Shleep',b'We\xe2\x80\x99re live!!! \xf0\x9f\x98\x81\xf0\x9f\x99\x8c\xf0\x9f\x8e\x89We just launched our brand new Shleep app in the Google (https://t.co/UenKxPp4m1 ) and Apple (\xe2\x80\xa6 https://t.co/ZsUelaNx04',
b'Tue Dec 19 09:08:52 +0000 2017',9.43045E+17,14767730,b'\xe2\x9a\xa1\xef\xb8\x8f Owen',b'@markaudiowave I swear by Craft \xe2\x80\x94 best of the evils. I also love Ghost!',
b'Tue Dec 19 09:09:14 +0000 2017',9.43046E+17,75356761,b'fajri de candra',b'#macarons in various #color remind me of #blanikofficial boxes! Happy Monday guys! @ Hijau\xe2\x80\xa6 https://t.co/2cAPnAXKmA',
b'Tue Dec 19 09:09:28 +0000 2017',9.43046E+17,24730016,b'Rich Boerrigter',b'@saskia86 We zullen zien of het echt nog werkt ;-)',
b'Tue Dec 19 09:09:33 +0000 2017',9.43046E+17,186899860,b'Stigmabase | DE',b'Stigmabase | NL \xe2\x80\x94  Nederlandse Scouts wonnen voor 2de keer holebi &amp; transgender prijs. -\xc2\xa0Recent won de Nederlandse\xe2\x80\xa6 https://t.co/up0qzALkLE',
b'Tue Dec 19 09:09:34 +0000 2017',9.43046E+17,186899860,b'Stigmabase | DE',"b""Stigmabase | NL \xe2\x80\x94  Of je rijk of arm wordt is mogelijk al bepaald in je genen' - Eerder konden we u al melden dat r\xe2\x80\xa6 https://t.co/MiZsTGdg7N""",
b'Tue Dec 19 09:09:42 +0000 2017',9.43046E+17,2217856932,b'kelis-melissa \xf0\x9f\x8d\x80',b'https://t.co/JNXEtLfT7A',
b'Tue Dec 19 09:10:32 +0000 2017',9.43046E+17,21687228,b'Roos van Vugt',b'@globalistaa Dan snap ik dat die heel blijft. Veel plezier trouwens!',
b'Tue Dec 19 09:11:27 +0000 2017',9.43046E+17,95754321,b'Blackbird',b'Thank you \xf0\x9f\x92\x95 @Spotify @SpotifyNL @spotifyartists https://t.co/qdv2P1GK00',
b'Tue Dec 19 09:11:50 +0000 2017',9.43046E+17,3232841398,b'Alfons Scholing \xc2\xa9\xc2\xae\xe2\x84\xa2',b'Ik doe een klein blijdschaps dansje... In de woonkamer... Ben zo blij dat ik ben wat ik ben!\n\nWoooooohhhooooooooooooooeeeeeeee!',
b'Tue Dec 19 09:12:38 +0000 2017',9.43046E+17,85545795,b'Gertje',b'@Martinbosma_pvv Journalistieke correctheid?',
b'Tue Dec 19 09:12:38 +0000 2017',9.43046E+17,597689070,b'Trea Ringnalda Delea',"b'@PraktischAutism Ik zie sommige mensen veel pgb krijgen, zij kunnen daardoor stoppen met werken, bij mij moest het\xe2\x80\xa6 https://t.co/JF6HKarCbt'",
b'Tue Dec 19 09:12:46 +0000 2017',9.43046E+17,226890976,b'Babusi',"b""IT'S OKAY JU$T TAKE YOUR TIME Rocky.""",
b'Tue Dec 19 09:13:04 +0000 2017',9.43047E+17,9.12331E+17,b'Duncan van Dijk',"b'@MikeVerweij @telegraaf Mooi artikel om te lezen, complimenten!'",
b'Tue Dec 19 09:13:18 +0000 2017',9.43047E+17,32282093,b'TMJ-NET Sales Jobs',"b""If you're looking for work in #Amsterdam, NH, check out this #job: https://t.co/4O6TzdhRUF #DellJobs #Sales #Hiring #CareerArc""",
b'Tue Dec 19 09:13:21 +0000 2017',9.43047E+17,75356761,b'fajri de candra',b'I have 2 tickets for a weekend in #singapore  including a visit to #universalstudio join me and\xe2\x80\xa6 https://t.co/UJBbzE19eD',
b'Tue Dec 19 09:13:30 +0000 2017',9.43047E+17,920856938,b'Maureen',b'@Eroneo_ https://t.co/a1UfCujB2t',
