date,tweetid,userid,username,text
b'Mon Dec 18 09:58:09 +0000 2017',9.43E+17,18018872,b'Kiki Sprinkles\xe2\x80\xa2\xc2\xb0\xe2\x80\xa2',b'https://t.co/SePFoKrHMC https://t.co/jYlWVidF0M'
b'Mon Dec 18 09:58:12 +0000 2017',9.43E+17,470513104,b'Helen Tully',b'#winboojabooja right back at you sis @Miss_claire78 https://t.co/80nWirEQ8a'
b'Mon Dec 18 09:58:15 +0000 2017',9.43E+17,3293029659,b'GreenLanesN16 Assoc.',b'\xf0\x9f\x8e\x84LAST CHANCE to VOTE for your favourite #ChristmasTreeTrail shop window display on #GreenLanesN16 \xf0\x9f\x8e\x84 Pick up a\xe2\x80\xa6 https://t.co/osTs0fQJXF'
b'Mon Dec 18 09:58:15 +0000 2017',9.43E+17,127320955,b'Jessica Lilly',b'Last night was a blast five finger death punch!! @ffdp https://t.co/jRvDvB0ZXZ'
b'Mon Dec 18 09:58:19 +0000 2017',9.43E+17,242519224,b'de Lacey',"b'He can seemingly time-travel too. C\xe2\x80\x99mon @Independent, do better. https://t.co/Fm7EFab4Yd'"
b'Mon Dec 18 09:58:22 +0000 2017',9.43E+17,146219755,b'Jimmycello',b'@tomreedwriting @thehuwdavies @riddley82 Imagine \xf0\x9f\x98\x82'
b'Mon Dec 18 09:58:23 +0000 2017',9.43E+17,27346547,b'Tanusree Ghosh',b'#TVstyleicon2017 #fashionistahina https://t.co/FRaT1J0eG9'
b'Mon Dec 18 09:58:23 +0000 2017',9.43E+17,414825929,b'Emma Sinclair MBE',b'Important business question: is it inappropriate to answer my phone like Buddy the Elf in the run up to Christmas?\xe2\x80\xa6 https://t.co/z0WebfHmXv'
b'Mon Dec 18 09:58:24 +0000 2017',9.43E+17,247293826,b'\xd9\x88\xd9\x84\xd9\x80\xd9\x8a\xd8\xaf \xd8\xac\xd8\xa7\xd8\xb3\xd9\x85 \xd8\xa7\xd9\x84\xd9\x80\xd9\x85\xd8\xae\xd9\x84\xd9\x81',b'@alzaeq112233 \xd9\x86\xd8\xb3\xd8\xa3\xd9\x84 \xd8\xa7\xd9\x84\xd9\x84\xd9\x87 \xd9\x84\xd9\x83 \xd8\xa7\xd9\x84\xd8\xb3\xd9\x84\xd8\xa7\xd9\x85\xd8\xa9 .. \xd8\xa7\xd9\x84\xd9\x84\xd9\x87 \xd9\x8a\xd8\xad\xd9\x81\xd8\xb8\xd9\x83'
b'Mon Dec 18 09:58:27 +0000 2017',9.43E+17,614578911,b'Frank Thompson',b'Reminds of someone not too far away from my feet https://t.co/KVPUhtGex0'
b'Mon Dec 18 09:58:29 +0000 2017',9.43E+17,15186787,b'Fred',b'@romanmars spotted some \xe2\x80\x9cmotion picture use only\xe2\x80\x9d money at the @britishmuseum \xf0\x9f\x98\x80 felt thankful for the recent\xe2\x80\xa6 https://t.co/InmdByGG5B'
b'Mon Dec 18 09:58:33 +0000 2017',9.43E+17,196290796,b'--',"b'If u lie, why would u expect trust??'"
b'Mon Dec 18 09:58:34 +0000 2017',9.43E+17,8.64E+17,b'scientifically i am the centre of the universe',b'I\xe2\x80\x99m lowkey mad rn'
b'Mon Dec 18 09:58:34 +0000 2017',9.43E+17,36694165,b'Rebecca Crankshaw',b'@unamccormack Snap. And don\xe2\x80\x99t they look pretty?'
b'Mon Dec 18 09:58:34 +0000 2017',9.43E+17,18873207,b'nickede',b'Check out @lilysoutter in @PrimaMag on this years must have #giftsforyourgut https://t.co/72OE34fTzO @BowelCancerRSRC @EastOfEdenLdn'
b'Mon Dec 18 09:58:35 +0000 2017',9.43E+17,14170609,b'Jingle Bell Jingle Bell Jingle Bell Rob \xf0\x9f\x8c\xa8\xe2\x98\x83\xef\xb8\x8f\xe2\x9d\x84\xef\xb8\x8f\xf0\x9f\x8e\x84\xf0\x9f\x8e\x81',b'Our tree also really speaks to who I am: a Jewish snowflake. \xe2\x9c\xa1\xef\xb8\x8f\xe2\x9d\x84\xef\xb8\x8f\xf0\x9f\x98\x8b @ London Borough of Islington https://t.co/SPlzOD85BV'
b'Mon Dec 18 09:58:37 +0000 2017',9.43E+17,966693932,b'DAISY\xe2\x9c\xa8',b'@abb_private What Cha gonna do when u have no friends coz u love me &amp; maria so muchchhhh'
b'Mon Dec 18 09:58:41 +0000 2017',9.43E+17,62231542,b'Erin Davies',b'Off to country #Christmas #standsted @ London Stansted Airport https://t.co/8eqPrJFQVN'
b'Mon Dec 18 09:58:41 +0000 2017',9.43E+17,64149277,b'~ Yzzy ~',"b""Do other people narrate their thoughts? I mean I've already thought the thought but then I mentally narrate it to m\xe2\x80\xa6 https://t.co/xUfXkshN4N"""
b'Mon Dec 18 09:58:43 +0000 2017',9.43E+17,404401437,b'Thurrock Weather',b'18/1000 \nFcast:Settled fine\nTemp:4.0\xc2\xb0C/WindChill:3.9\xc2\xb0C|\nRain2Day0.0mm\nBaro:1032.0hpa Rising\nWindGust 0.0mph SW\nSunset:15:51hrs\n#Thurr'
b'Mon Dec 18 09:58:43 +0000 2017',9.43E+17,8.13E+17,b'Brian',"b""@jamiesmart That's ridiculous, counseling is proven to be very beneficial and is a standard referral. Is there any\xe2\x80\xa6 https://t.co/4O9eSxkelW"""
b'Mon Dec 18 09:58:44 +0000 2017',9.43E+17,369573624,b'Emma Lake',b'@Lavaniya85 Am in room 6. All the way round the corridor. If you are still popping by later.'
b'Mon Dec 18 09:58:46 +0000 2017',9.43E+17,90696569,b'Jake Sharpe',b'I really don\xe2\x80\x99t want to take my phone on holiday. But what if I get lost?? \xf0\x9f\x99\x80'
b'Mon Dec 18 09:58:50 +0000 2017',9.43E+17,7.65E+17,b'Heidi Aurora \xe2\x98\xad',b'It\xe2\x80\x99s funny seeing girls all over post malone when if he was in your class you probably wouldn\xe2\x80\x99t give him a moments notice'
b'Mon Dec 18 09:58:54 +0000 2017',9.43E+17,555379350,b'imade Idehen',"b""@AlphLukau Good morning I'm ringing Alleluia Ministries Int from London and no reply. That was a wonderful service\xe2\x80\xa6 https://t.co/HPF0rNGTOQ"""
b'Mon Dec 18 09:59:00 +0000 2017',9.43E+17,4429446100,b'juu \xe2\x99\xa5',b'I\xe2\x80\x99m omw to King\xe2\x80\x99s Cross hooray'
b'Mon Dec 18 09:59:00 +0000 2017',9.43E+17,429344813,b'Julia brown \xf0\x9f\x87\xae\xf0\x9f\x87\xaa',b'The countdown is on until Father Christmas arrives and we get to\xe2\x80\xa6 https://t.co/DEde5NUTsf'
b'Mon Dec 18 09:59:00 +0000 2017',9.43E+17,2893784403,b'\xf0\x9f\x8f\x89\xf0\x9f\x90\x9d Tony \xf0\x9f\x8c\xb9\xf0\x9f\x8f\x89',b'@KarenFrend https://t.co/bsToYcK8Sj'
b'Mon Dec 18 09:59:02 +0000 2017',9.43E+17,9.24E+17,b'Big Bill Hell',"b'Next year I\'m going to open an ironic ""shit winter wonderland"" in Dalston and try to get people complaining in the\xe2\x80\xa6 https://t.co/YxDTc6EAx7'"
b'Mon Dec 18 09:59:03 +0000 2017',9.43E+17,37390940,b'Rob Dillon',"b""I've hit the wall at 10am\n#heavyweekend"""
b'Mon Dec 18 09:59:05 +0000 2017',9.43E+17,234517395,b'COLFESeconomics',b'#AQAEcon for #LabourMarket work after Christmas.... https://t.co/i3fpr4GEA7'
b'Mon Dec 18 09:59:05 +0000 2017',9.43E+17,19291485,b'LTH\xf0\x9f\x87\xac\xf0\x9f\x87\xa7london',b'@raymondsoltysek @Tory_Workers @STVNews @theSNP Sturgeon just raised taxes to pay for them.'
b'Mon Dec 18 09:59:09 +0000 2017',9.43E+17,311037688,b'\xd9\x85\xd8\xb4\xd8\xb9\xd9\x84 \xd8\xb3\xd8\xa7\xd8\xb1\xd9\x8a \xd8\xa7\xd9\x84\xd9\x85\xd8\xb7\xd9\x8a\xd8\xb1\xd9\x8a',b'\xd9\x8a\xd8\xad\xd9\x84\xd9\x8a\xd9\x8a\xd9\x8a\xd9\x8a\xd9\x8a\xd9\x8a\xd9\x84 \xd8\xa7\xd9\x84\xd8\xa8\xd9\x86\xd8\xaa \xd8\xa7\xd9\x84\xd8\xb5\xd8\xba\xd9\x8a\xd8\xb1\xd8\xa9 ... \xd8\xb4\xd9\x88\xd9\x81\xd9\x88\xd9\x87\xd8\xa7 \xd8\xa7\xd8\xb4\xd9\x84\xd9\x88\xd9\x86 \xd8\xaa\xd9\x86\xd9\x88\xd9\x91\xd8\xae \xd8\xa7\xd9\x84\xd9\x82\xd8\xb9\xd9\x88\xd8\xaf \xd8\xa8\xd9\x83\xd9\x84 \xd8\xab\xd9\x82\xd8\xa9  ...\n\xd9\x85\xd9\x88 \xd8\xa8\xd9\x86\xd8\xa7\xd8\xaa \xd9\x87\xd8\xa7\xd9\x84\xd9\x88\xd9\x82\xd8\xaa \xd8\x8c \xd8\xb5\xd8\xb1\xd8\xb5\xd9\x88\xd8\xb1 \xd9\x8a\xd9\x86\xd9\x82\xd8\xb2\xd9\x87\xd8\xa7 \xd9\x84\xd9\x84\xd8\xb3\xd9\x82\xd9\x81 \xf0\x9f\x90\x9c https://t.co/mLlGT9g3Zq'
b'Mon Dec 18 09:59:10 +0000 2017',9.43E+17,1493674471,b'racingpete',b'After 48 Days all bets placed here before racing. People asking how profit was made\nFirst 15 days of Nov were not p\xe2\x80\xa6 https://t.co/SF4JrfY7ah'
b'Mon Dec 18 09:59:14 +0000 2017',9.43E+17,86389544,b'local.angle',b'Peter Hook and The Light at Roundhouse later this evening. More details at https://t.co/dxYUwEo3Tp'
b'Mon Dec 18 09:59:16 +0000 2017',9.43E+17,20439535,b'Farrah Mills',b'#monday #mondaymotivation #farrahmills #instatrans #biglips #Classybrunette #bigboobs #nudelip\xe2\x80\xa6 https://t.co/2jAWwD1cWR'
b'Mon Dec 18 09:59:16 +0000 2017',9.43E+17,7.65E+17,b'Heidi Aurora \xe2\x98\xad',b'It\xe2\x80\x99s not even gold digging it is clout digging lmao'
b'Mon Dec 18 09:59:18 +0000 2017',9.43E+17,28390073,b'Johnny Seifert',b'This is so exciting!!!!!!! https://t.co/a8SfkcoxlB'
b'Mon Dec 18 09:59:21 +0000 2017',9.43E+17,78262737,b'Claire',b'Morning folks. 7 days until Christmas \xf0\x9f\x8e\x84 \xf0\x9f\x98\x83 https://t.co/Fd3g1VX3Pn'
b'Mon Dec 18 09:59:22 +0000 2017',9.43E+17,1667695362,b'Alex Marshall',b'@JimWhite @talkSPORT Your a massive bellend now Jim.'
b'Mon Dec 18 09:59:23 +0000 2017',9.43E+17,20066861,b'Daniel Bevis \xf0\x9f\x93\x9d\xf0\x9f\x87\xaa\xf0\x9f\x87\xba',"b'Stuck on the Tube for an hour, but now I\xe2\x80\x99m tearing into Monday like https://t.co/xJKlkoOx2O'"
b'Mon Dec 18 09:59:25 +0000 2017',9.43E+17,3883868499,b'Rub D\xc3\xadaz \xf0\x9f\x92\x8e',b'navidadporcuentapropia en #Londres Gracias a @esti_lop @Canchelos Laura y su amiga por asistir a\xe2\x80\xa6 https://t.co/U1kjT7MSj8'
b'Mon Dec 18 09:59:25 +0000 2017',9.43E+17,602917184,b'Always Aim High',b'Thanks for including us in your top 7 triathlon events @TheTriExpo!\n\nhttps://t.co/zro7PcoleH'
b'Mon Dec 18 09:59:26 +0000 2017',9.43E+17,7.39E+17,b'ProWrestlingGlobal\xf0\x9f\xa4\x98',b'What did you think of WWE Clash Of Champions?\n\n#WWE #WWEClash https://t.co/kzIbhqfRcr'
b'Mon Dec 18 09:59:28 +0000 2017',9.43E+17,454896561,b'Bedfordshire FA',"b'Our @TrussellTrust Certificate arrived this morning...\n\n312 Meals for local people\xe2\x9d\x95\n\nRemember, you can still donate\xe2\x80\xa6 https://t.co/QUgIh6pcbk'"
b'Mon Dec 18 09:59:29 +0000 2017',9.43E+17,7.12E+17,b'Yune.',b'@notyuneshin time to do methylphenobarbitone?'
b'Mon Dec 18 09:59:29 +0000 2017',9.43E+17,131436146,b'Paul/',b'#EU or MAFIA? https://t.co/mwOB4GEwtB'
b'Mon Dec 18 09:59:30 +0000 2017',9.43E+17,749920280,b'Nikki Howchen-Reeve',b'@ChrisYoungMusic  https://t.co/NGaiCOW63X'
b'Mon Dec 18 09:59:30 +0000 2017',9.43E+17,8.64E+17,b'scientifically i am the centre of the universe',b'I love @riandawson and would cut my right leg off if it would make him happy'
b'Mon Dec 18 09:59:30 +0000 2017',9.43E+17,470483970,b'Joe Blair',"b""@BadWomble1 @Shelter You do know what 'Ultimate Parent Company' means? Doesn't look like you do. Quelle surprise"""
b'Mon Dec 18 09:59:34 +0000 2017',9.43E+17,7.04E+17,b'Cheam Common Junior',"b""We're very proud of the fantastic progress our children made in 2017. Thank you to our staff &amp; parents for your sup\xe2\x80\xa6 https://t.co/H4m3nKFHpi"""
b'Mon Dec 18 09:59:35 +0000 2017',9.43E+17,1007046596,b'James Galton',b'Last roast service before crimbo done #roastbeef #coalrooms \xf0\x9f\x90\x84 @ Coal\xe2\x80\xa6 https://t.co/wSPdvUkN26'
b'Mon Dec 18 09:59:37 +0000 2017',9.43E+17,475128361,b'Alexandre',"b""The Gay Men's Chorus of London @ Troxy https://t.co/9vJnX4qGvH"""
b'Mon Dec 18 09:59:42 +0000 2017',9.43E+17,334189488,b'FernandoMontan0',b'@poancollection #andrejuspenskiphotography @andreuspenski georg.weissacher #fashionmen #style\xe2\x80\xa6 https://t.co/LNpKfkluWI'
b'Mon Dec 18 09:59:44 +0000 2017',9.43E+17,159984502,b'Kat \xe2\x9c\xa8',b'Ok so my mom told me we\xe2\x80\x99re having Christmas dinner at my house this year and I\xe2\x80\x99m so happy? This is the first time i\xe2\x80\xa6 https://t.co/3chLQ7BYpx'
b'Mon Dec 18 09:59:45 +0000 2017',9.43E+17,237633907,b'Tem\xc3\xbcjin',b'I keep yawning'
b'Mon Dec 18 09:59:50 +0000 2017',9.43E+17,404154807,b'Viva!',b'Our lovely @vivacampaigns staff will be out of the office from 21st December returning January 3rd - we will respon\xe2\x80\xa6 https://t.co/a6Vzut9Nv8'
b'Mon Dec 18 09:59:51 +0000 2017',9.43E+17,9.43E+17,b'Viren_14',b'@bored https://t.co/RGcX5F2hH9'
b'Mon Dec 18 09:59:52 +0000 2017',9.43E+17,2324422680,b'Hugh Johnson',b'Tmp 1.1\xc2\xb0C Wind 1mph Press 1020.2mb Cloud 470 ft Rain 0.0mm Humidity 92% Fine weather #UKWeather'
b'Mon Dec 18 09:59:53 +0000 2017',9.43E+17,72431972,b'Elmstead Weather',"b'Wind 5.4 mph N\nBarometer 1028.2 mb,Rising \nTemperature 10.4 .C \nRain today 0.0 mm \nHumidity 10%\n@ 10:00:03.#ukweather.#weather.'"
b'Mon Dec 18 09:59:53 +0000 2017',9.43E+17,17865252,b'Dom Joly',"b""Je ne l'avais jamais vu faire, mais ce n\xe2\x80\x99est pas une id\xc3\xa9e compliqu\xc3\xa9e. Contrairement \xc3\xa0 @nqtv je ne d\xc3\xa9pense pas ma vi\xe2\x80\xa6 https://t.co/RnZbgyRkPS"""
b'Mon Dec 18 09:59:54 +0000 2017',9.43E+17,14843082,b'Nathan Roche',b'@alexjayling @rianjohnson Yeah just a fun bit of extra Star Wars flavour'
b'Mon Dec 18 09:59:55 +0000 2017',9.43E+17,3406069787,b'FO Craig',"b""I'm at Victoria London Underground Station - @tfltravelalerts in London, Greater London https://t.co/kyoUwwPHns"""
b'Mon Dec 18 09:59:57 +0000 2017',9.43E+17,2750890209,b'\xe2\x9c\x96\xef\xb8\x8f',b'@Abonawa91196930 \xd8\xa8\xd8\xb9\xd8\xaf \xd9\x82\xd9\x84\xd8\xa8\xd9\x8a \xf0\x9f\x98\x98'
b'Mon Dec 18 10:00:01 +0000 2017',9.43E+17,152434344,b'NewhavenTownWx',"b'Wind 0.0 kts S. Barometer 1029.1 hPa, Rising. Temperature 4.5 \xc2\xb0C. Rain today 2.6mm. Humidity 91%'"
b'Mon Dec 18 10:00:02 +0000 2017',9.43E+17,2827419681,b'john schols',b'#weatherhutton #essex Settled fine Temp 2.6\xc2\xb0C Humid 91% Wind 2.0mph NNW Baro 1028.48 hPa Rising Rain Today 0.0mm'
b'Mon Dec 18 10:00:02 +0000 2017',9.43E+17,211412557,b'Trendsmap UK',b'#mymentalhealthin5words is now trending in United Kingdom\n\nhttps://t.co/ODTCvEAfqC https://t.co/udZLrNGvhV'
b'Mon Dec 18 10:00:02 +0000 2017',9.43E+17,367022159,b'Seer Green Weather',b'5.4\xc2\xb0C Wind:1.6mph Pressure:1032.4hpa Rising Rain today:0.0mm UV:1 Forecast:Settled fine. 4827.3 Lux'
b'Mon Dec 18 10:00:02 +0000 2017',9.43E+17,853628898,b'Josie',b'For the love of god someone please get me a quokka for my bday https://t.co/twHqSXgzSK'
b'Mon Dec 18 10:00:04 +0000 2017',9.43E+17,102712513,b'Simon Farrow',"b'Wind 0.0 mph ESE. Barometer 1027.3 mb, Rising. Temperature 4.5 \xc2\xb0C. Rain today 0.0mm. Humidity 80%'"
b'Mon Dec 18 10:00:06 +0000 2017',9.43E+17,3406069787,b'FO Craig',"b""I'm at @CostaCoffee in Victoria, London https://t.co/Gxyeus6oja"""
b'Mon Dec 18 10:00:09 +0000 2017',9.43E+17,2567728987,b'Chicmi London',b'Coming up in London from @MirrorBridal! Mirror Mirror Bridal Sample Sale https://t.co/MDftBixtxj'
b'Mon Dec 18 10:00:09 +0000 2017',9.43E+17,9.16E+17,b'enafoods',"b'At Ena Foods, we believe great people make things happen\nEvery penny counts\nSo if you fancy\xe2\x80\xa6 https://t.co/7Si5nPiiRJ'"
b'Mon Dec 18 10:00:09 +0000 2017',9.43E+17,87286938,b'Team Rocket Jessie',b'@Hlopa https://t.co/12i0PX4IdH'
b'Mon Dec 18 10:00:10 +0000 2017',9.43E+17,107406384,b'Bryce Keane',b'Thank you @ManifestLDN for the lovely festive gift! https://t.co/Ccfr13BjuL'
b'Mon Dec 18 10:00:11 +0000 2017',9.43E+17,240722656,b'Yasmine Jamil',b'Lovely https://t.co/LNBnp9JY7S'
b'Mon Dec 18 10:00:12 +0000 2017',9.43E+17,469453776,b'Wimbledon Weather UK',b'Wimbledon UK - Fine weather. Now:3.1C - Full Details at https://t.co/dWIbjAjP34'
b'Mon Dec 18 10:00:13 +0000 2017',9.43E+17,24609490,b'Lucy Felton',b'Ruffle Mondays + a dusting of stripe cashmere = Christmassy!\xf0\x9f\x8e\x84\xf0\x9f\x8e\x81\xe2\x9c\xa8 If it\xe2\x80\x99s killer cosy or\xe2\x80\xa6 https://t.co/ovcvFowNmq'
b'Mon Dec 18 10:00:13 +0000 2017',9.43E+17,398735467,b'RUMantic',"b""#Motivation\n#Inspiration\nNot every day is perfect\nNot every interaction is nice\nWe CAN'T control the world\nBUT\nWE C\xe2\x80\xa6 https://t.co/H8my4KRwP9"""
b'Mon Dec 18 10:00:20 +0000 2017',9.43E+17,2282756460,b'GoKart',b'Hey #chefs! Which #ingredients make your #smoothies and #detoxjuice delicious? \xf0\x9f\x8d\x8f\xf0\x9f\x8d\x90\xf0\x9f\x8d\x8b\xf0\x9f\x8d\x90\xf0\x9f\xa5\x9d\xf0\x9f\xa5\x91 #gokart\xe2\x80\xa6 https://t.co/dPJzAlrzZg'
b'Mon Dec 18 10:00:23 +0000 2017',9.43E+17,23366418,b'Bryan Godfree',"b'09:52 Temp. 3.2\xc2\xb0C, Hum. 90%, Dewp. 1.2\xc2\xb0C, Bar. 1026.5 hpa, Rain Today 0 mm, Wind 357\xc2\xb0 0.6 m/s'"
b'Mon Dec 18 10:00:25 +0000 2017',9.43E+17,168251760,b'TakeMeToMyIsland~',"b""Come on @Google ... I'm pretty sure all you have to do is block the site.\nOr at least remove it from reach results.\xe2\x80\xa6 https://t.co/1iwrElXAUZ"""
b'Mon Dec 18 10:00:28 +0000 2017',9.43E+17,1493674471,b'racingpete',"b""I'd go as far to say, Best odds guaranteed is as good if not better than exchanges unless literally minutes before the off."""
b'Mon Dec 18 10:00:31 +0000 2017',9.43E+17,285461169,b'\xe2\x80\x9cABDULLAHI\xe2\x80\x9d',b'We all know you meant no harm mon ami! \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbe https://t.co/vNc1f12iEY'
b'Mon Dec 18 10:00:35 +0000 2017',9.43E+17,19711240,b'KT19 weather reports',"b'09:58 GMT: temperature 1.0\xc2\xb0C, humidity 91%, wind S 0.0 mph ave, 0.0 mph gust, rain 0.0 mm/hr, pressure 1029 hPa ris\xe2\x80\xa6 https://t.co/JPKmIZNpWO'"
b'Mon Dec 18 10:00:36 +0000 2017',9.43E+17,3369970097,b'Tillpoint',"b""Tillpoint, the world's most advanced iOS business management &amp; POS system, is available to download, and use #free\xe2\x80\xa6 https://t.co/WdWU11lWjK"""
b'Mon Dec 18 10:00:40 +0000 2017',9.43E+17,2423301680,b'Oriel Hutchinson',b'Was there any possibility that someone in the #Police or #CPS was in an alleged relationship with the alleged #rape\xe2\x80\xa6 https://t.co/ZRKrQwxhSo'
b'Mon Dec 18 10:00:43 +0000 2017',9.43E+17,2407752927,b'Brendan Glynn',b'@Hertsbirds Wow Herts Parrot Xbills!\nNice find Barry'
b'Mon Dec 18 10:00:45 +0000 2017',9.43E+17,69785076,b'Georgi Neichev',"b'@angel_foxa \xd0\x9a\xd0\xb0\xd1\x82\xd0\xbe \xd0\xbd\xd0\xb0\xd0\xbf\xd0\xb8\xd1\x88\xd0\xb5\xd1\x88 \xd0\xb2\xd1\x8a\xd0\xb2 \xd0\xb2\xd1\x81\xd1\x8f\xd0\xba\xd0\xb0 \xd1\x81\xd0\xbe\xd1\x86\xd0\xb8\xd0\xb0\xd0\xbb\xd0\xbd\xd0\xb0 \xd0\xbc\xd1\x80\xd0\xb5\xd0\xb6\xd0\xb0, \xd1\x87\xd0\xb5 \xd1\x81\xd0\xb8 \xd1\x82\xd0\xb0\xd0\xba\xd1\x8a\xd0\xb2.\n\xd0\x9c\xd0\xbe\xd0\xb4\xd0\xb5\xd1\x80\xd0\xbd\xd0\xbe \xd0\xb5 \xd0\xbe\xd1\x89\xd0\xb5 \xd0\xb4\xd0\xb0 \xd1\x81\xd0\xb8 \xd0\xbc\xd0\xbe\xd1\x82\xd0\xb8\xd0\xb2\xd0\xb0\xd1\x82\xd0\xbe\xd1\x80, \xd1\x88\xd0\xbe\xd1\x84\xd1\x8c\xd0\xbe\xd1\x80 \xd0\xbd\xd0\xb0 \xd0\xb0\xd1\x81\xd0\xb0\xd0\xbd\xd1\x81\xd1\x8c\xd0\xbe\xd1\x80 \xd0\xb8\xe2\x80\xa6 https://t.co/dGCaOfiYbQ'"
b'Mon Dec 18 10:00:47 +0000 2017',9.43E+17,1355032423,b'courtney',b'@c_bodurmusic @E4Tweets My thoughts exactly wtaf!! Sort it out'
b'Mon Dec 18 10:00:48 +0000 2017',9.43E+17,575236694,b'Nicholas Divall',"b'@JDSports Hi, thank you for your reply. I have receipt, don\xe2\x80\x99t have it with me today. Girlfriend did go into store w\xe2\x80\xa6 https://t.co/ErEVmtSp9C'"
b'Mon Dec 18 10:00:49 +0000 2017',9.43E+17,2351627534,b'Crowdacure',b'@crowdacure Can you set the agenda? Join at https://t.co/Mx2hkrb5iK to know more and how https://t.co/cy9Ou9q7k3'
b'Mon Dec 18 10:00:52 +0000 2017',9.43E+17,8.64E+17,b'scientifically i am the centre of the universe',b'Whenever I listen to @DONBROCO I feel like I descend into a new realm of life'
b'Mon Dec 18 10:00:58 +0000 2017',9.43E+17,285461169,b'\xe2\x80\x9cABDULLAHI\xe2\x80\x9d',b'On God \xf0\x9f\x92\x95 https://t.co/2VkeK3RqE2'
b'Mon Dec 18 10:00:59 +0000 2017',9.43E+17,1545864678,b'Tony Vallely',b'Nick please can you respond to my question? Thanks. https://t.co/ouIXMuBhvK'
b'Mon Dec 18 10:00:59 +0000 2017',9.43E+17,69867272,b'Ant Pugh',"b'There\xe2\x80\x99s a certain irony for shopping for spectacles, in that when I try them on and look in the mirror I can\xe2\x80\x99t see a fucking thing'"
b'Mon Dec 18 10:01:01 +0000 2017',9.43E+17,7.12E+17,b'Yune.',b'@AlfieRivenDog @brownboy2697 HAHA'
b'Mon Dec 18 10:01:05 +0000 2017',9.43E+17,17865252,b'Dom Joly',"b'@kekeshowtime @nqtv @CopyComicVideos Non, je n\xe2\x80\x99ai pas piqu\xc3\xa9 des id\xc3\xa9es. C\xe2\x80\x99est pour \xc3\xa7a que je suis aussi en col\xc3\xa8re.'"
b'Mon Dec 18 10:01:02 +0000 2017',9.43E+17,178825003,b'Gwyneth',b'@Mrs_katjones @mrjoemcfadden Congrats to you both forever together X'
b'Mon Dec 18 10:01:08 +0000 2017',9.43E+17,67009528,b'Catherine Taylor',b'@LibbySmith_Reed Indeed. Be kind to yourself today \xf0\x9f\x98\x98'
b'Mon Dec 18 10:01:08 +0000 2017',9.43E+17,497145453,b'Startle Music',"b""A Hard Day's Night by The Beatles is #nowplaying in Ballot Box, Greenford."""
b'Mon Dec 18 10:01:10 +0000 2017',9.43E+17,99604710,b'Dobi Kwe',b'#hillsongcarols we salute you \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbe #ChristmasIsComing https://t.co/IsDA4WGWse'
b'Mon Dec 18 10:01:12 +0000 2017',9.43E+17,37064998,b'The Reverend',"b""@AtheistRepublic Why would you want to? There's more than enough trouble with one. \xf0\x9f\x98\x8a"""
b'Mon Dec 18 10:01:13 +0000 2017',9.43E+17,1295095039,b'\xd9\x85\xd8\xad\xd9\x85\xd8\xaf \xd8\xb9\xd9\x85\xd8\xb1 \xd8\xa3\xd8\xad\xd9\x85\xd8\xaf \xd8\xb9\xd8\xb1\xd9\x85\xd8\xa7\xd9\x86',"b""@LauraJWilson2 @Redhammy71 @confused1981 But I don't like him"""
b'Mon Dec 18 10:01:14 +0000 2017',9.43E+17,3996216161,b'David Timoney',"b'As a universal medium of exchange, money for nothing actually is a panacea. \n\nThis article is just patronising, Nu\xe2\x80\xa6 https://t.co/ntaAkKXey1'"
b'Mon Dec 18 10:01:15 +0000 2017',9.43E+17,2253284684,b'Viking Trade',"b'Slightly delayed winners from day 10 of The Great Big Viking Xmas Giveaway! Sara \xe2\x80\x93 Northumbria travel, \nNeil \xe2\x80\x93 The\xe2\x80\xa6 https://t.co/gNuktcVoWF'"
b'Mon Dec 18 10:01:18 +0000 2017',9.43E+17,245295626,b'The Mothership',b'Moving like a tortoise full of rigor mortis'
b'Mon Dec 18 10:01:18 +0000 2017',9.43E+17,16666022,b'Hamish Jones',b'Last work Monday of the year. 4 1/2 days to go then Chrimbo jollies. Might just hide in the lavs all week. Shhh don\xe2\x80\x99t tell anyone'
b'Mon Dec 18 10:01:19 +0000 2017',9.43E+17,930625056,b'Love Wapping',b'Essential reading for anyone involved in #community #journalism or #audit work #hyperlocal @ICNN @C4CJ https://t.co/cglSqwiy2D'
b'Mon Dec 18 10:01:20 +0000 2017',9.43E+17,17865252,b'Dom Joly',b'@DigitalPrime @joerogan Jesus yes'
b'Mon Dec 18 10:01:20 +0000 2017',9.43E+17,853628898,b'Josie',b'Trying to decide what to wear on my birthday is really just a decision of how extra I\xe2\x80\x99m planning to be'
b'Mon Dec 18 10:01:20 +0000 2017',9.43E+17,7.12E+17,b'Yune.',b'@brownboy2697 UwU'
b'Mon Dec 18 10:01:22 +0000 2017',9.43E+17,18152146,b'Christian \xf0\x9f\x87\xaa\xf0\x9f\x87\xba',b'@Official_OHG Done!'
b'Mon Dec 18 10:01:25 +0000 2017',9.43E+17,555379350,b'imade Idehen',b'@iam_Davido How is your daughter Imade doing'
b'Mon Dec 18 10:01:25 +0000 2017',9.43E+17,97643351,b'lesley',b'@_sophiemorrell Love these! \xf0\x9f\x98\x8d'
